experiment,indicators,reward_mode,timesteps,num_seeds,final_equity_mean,final_equity_std,total_return_mean,total_return_std,sharpe_ratio_mean,sharpe_ratio_std,max_drawdown_mean,max_drawdown_std,win_rate_mean,win_rate_std,avg_trade_pnl_mean,avg_trade_pnl_std,profit_factor_mean,profit_factor_std,num_trades_mean,num_trades_std,time_in_market_mean,time_in_market_std
exp_base_10k_pnl,"rsi,ma20,ma50,atr,ma20_slope",pnl,10000,3,8362.666666667872,552.4419748310769,-0.16373333333321283,0.055244197483107674,-1.089766934970268,0.32956091449002806,-0.2020414792595986,0.04405450513578557,0.4892339680766124,0.02056237431409772,-0.711126661311496,0.2723108478435973,0.94345954144549,0.02151827305430615,1330.3333333333333,334.89932152149186,0.8869061972510249,0.08234038526177778
exp_base_30k_pnl,"rsi,ma20,ma50,atr,ma20_slope",pnl,30000,3,8945.800000000878,120.65479683784137,-0.10541999999991218,0.01206547968378413,-0.9328577716155659,0.039726671082760304,-0.14837761538653083,0.01701764423879332,0.4966303105906964,0.049891508331149,-0.6413965741478515,0.2379536610244267,0.9450243562287928,0.016758010147313155,972.3333333333334,252.02160401221337,0.5766149559253008,0.08200928560072851
exp_macd_bb_30k_pnl,"rsi,ma20,ma50,atr,ma20_slope,macd,bb_width",pnl,30000,3,8132.13333333444,1076.8517859429596,-0.1867866666665561,0.10768517859429595,-1.3318930380021747,0.6114668621707601,-0.21949315573886563,0.08716463982377386,0.47930925610204334,0.009882897373622766,-0.9578669421799962,0.5642733840624257,0.9230583333849874,0.042888659847591507,1221.0,271.7977189013918,0.7784208129035716,0.16350712271751322
exp_macd_bb_30k_risk_adj,"rsi,ma20,ma50,atr,ma20_slope,macd,bb_width",risk_adjusted,30000,3,8556.200000000967,1419.3115396790215,-0.14437999999990345,0.14193115396790215,-1.0482236515867334,0.9931046652989387,-0.19575762579461387,0.12192789734502045,0.4768308898126327,0.009345509103650873,-0.6203511489915043,0.9593773788042936,0.952221352100478,0.07911242794951125,1084.0,260.40865321003963,0.6864399967848245,0.15079106574067824
exp_macd_bb_50k_drawdown_penalty,"rsi,ma20,ma50,atr,ma20_slope,macd,bb_width",drawdown_penalty,50000,3,9065.866666667253,671.4507196274941,-0.09341333333327473,0.0671450719627494,-0.7143271477028277,0.5064322631520033,-0.10796829607946305,0.07677900842135776,0.31192671556454493,0.22219651847081773,-0.7232206138861114,0.6190273972658847,0.6164346149629093,0.43635018707860457,653.6666666666666,546.6664634145964,0.4938777697398387,0.37637132985225447
