avg_trade_pnl,avg_trade_pnl_mean,avg_trade_pnl_std,baseline,final_equity,final_equity_mean,final_equity_std,max_drawdown,max_drawdown_mean,max_drawdown_std,num_trades,num_trades_mean,num_trades_std,profit_factor,profit_factor_mean,profit_factor_std,sharpe_ratio,sharpe_ratio_mean,sharpe_ratio_std,time_in_market,time_in_market_mean,time_in_market_std,total_return,total_return_mean,total_return_std,win_rate,win_rate_mean,win_rate_std
0.0,,,buy_and_hold,9812.053709663798,,,-0.09452533023016162,,,0,,,0.0,,,-0.10065984981788058,,,1.0,,,-0.01879462903362017,,,0.0,,
,-0.5058754908777242,0.3747927769834469,random_agent,,8374.160000001448,606.4971610815514,,-0.23524587693912294,0.06516439236104075,,1614.8,18.787229705307805,,0.9561759579832501,0.03233821208821148,,-1.045171448591662,0.3985178412765329,,0.9368378747689091,0.0013842068574313668,,-0.16258399999985537,0.06064971610815516,,0.5002536697593534,0.004449624031101303
