experiment,num_folds,agent_total_return_mean,agent_total_return_std,agent_sharpe_mean,agent_sharpe_std,agent_max_drawdown_mean,agent_max_drawdown_std,bh_total_return_mean,bh_total_return_std,bh_sharpe_mean,bh_sharpe_std,bh_max_drawdown_mean,bh_max_drawdown_std
exp_base_30k_pnl,4,-0.10305499999995549,0.06587480265625668,-1.8983649200414388,1.5482299280265572,-0.14214050887476828,0.04391705869667532,-0.04125972669545461,0.06478885421418033,-1.0003349881785806,1.673598286819175,-0.10292553542880975,0.02870401923479867
exp_macd_bb_50k_drawdown_penalty,4,0.019925000000003412,0.03451111234081579,0.6502752183983502,1.1263097171688905,-0.008283816029569348,0.0143479902437676,-0.04125972669545461,0.06478885421418033,-1.0003349881785806,1.673598286819175,-0.10292553542880975,0.02870401923479867
